,0
4247,요 이거 집에서 한번 해보고싶었는데 ㅠㅠ 중간에 포기할꺼같아서 시작도 못하고있네요ㅠㅠ
4248,두아이 육아맘이예요~공감되는글이라 잘보고가요~^^제 블로그에도 놀러와주세요~^^
4249,"변덕쟁e님 포스팅 잘 보고갑니다~
좋은 하루되세요^^"
4250,오늘도 잘보고갑니다.추운날씨 감기조심하시고 빙판길 조심하세요^^
4251,요즘 같이 집콕할 떄 시간 보내기 딱인 아이템이네요 ㅎ 아기도 집중하는 거 왜이렇게 기엽죠 ㅠㅠㅠㅠㅠ
4252,너무 재밌어보여용^^♡♡♡♡♡♡♡♡
4253,오 신기하고 이쁜 키트네요 ㅋㅋ잘보고갑니다
4254,오후 이거 시간도둑이겠네요 ㅋㅋ
4255,정말 시간 순삭입니다 ㅎㅎ
4256,와 대박이이에요 ㅎㅎㅎㅎㅎ 완성작 진짜 반짝여요
4257,엄청 반짝이죠 ㅎㅎ 이 맛에 계속 하게되요...!
4258,"저번 쉬는 연휴 몇일 사이에 확 찐자가 되어 버렸는데, 또 몇일 연휴네요. 이번에는 관리 좀 해야겠어요. 너무 몸을 풀어버리니 오히려 일할때 힘들더라구요. ^^ 잇님. 오늘도 화이팅하시고 줄리엣 출석 도장 꾹~~ 찍고 갑니다. 제 블에도 잠시 소통해주세요..^^"
4259,"와,,, 완성작 너무 멋져요🤭 저는 그 뭐지 페인팅하는 거 주문했는데 나중에 요것도 해봐야겠네요😆"
4260,와우 금손이시네요~ 포스팅 잘보고갑니다. 서이추 신청했어용~ 소통하고 지내용~
4261,보석십자수에 🌱  새싹을 그려주세요~
4262,나보고 찍어달라하지 그냥...
4263,어쩔티비
4264,저쩔냉장고
4265,오오 이거 초등학교때 기가시간에 한번 해봤는데 끈기와 인내심이더라구요 !ㅋㅋ 신기하네요 ㅎㅎ
4266,끈기와 인내심 ㅋㅋㅋ최종 종착지에서 느끼는 성취감은 이루 말할 수가 없습니다.신랑이랑 박수 치며 마무리했어요^^;;;
4267,"시간적 여유가 있어야 하는 작업이 아닌가 싶네요하다보면 목도 아프고 눈알도 나오도록 그럴거 같은데 용캐도 참고 견디며 완성을 하셨군요, 힘들었어도 해바라기 이쁘네요"
4268,네 맞아요. 여유가 없다면 할 수 없는 취미이죠.목 아프고 눈알이 빠질 것 같지만 한땀한땀하다보면 잊게 되더라구요.힘든만큼 보람이 상당히 큰 거 같아요^^
4269,대박!!!!전 왜 이렇게 진도가 안 나갈까요 ㅋㅋㅋㅋ완성샷 보니깐 막 뽐뿌가 오는데요
4270,우리딸들 비즈좋아하는데방탄이라 더 멋진듯품절이라니 더 사고프네~~
4271,안녕하세요우리서로 이웃해요~^^
4272,와 보석 비즈 십자수를 20일만에 완성하시다니! 저는 예전에 1년전 샀었는데 아직도 반을 못채우고 있네요ㅠㅠ 다하면 정말 이쁜데 말이죠ㅋ
4273,이거 한번해보고싶어서 검색하다가 구경왓어요^^ 완성하고나면 엄청 뿌듯하겟네요 이뻐요!
4274,보석십자수를 계속하실거면 비즈보관함을2개정도 구매하시는게 나을것 같아요 지퍼백에 담아놓고 하면 번호대로 일일이 찾아야하니 불편하더라구요...
4275,와 엄청잘하셨네요!! 저도 해보고 싶어서 검색하다가 구경왔어용><
4276,선생님 제가 실 십자수하다가 이제 비즈십자수 할려고하는데 비즈자수랑 보석십자수랑 똑같은 말인가요?
4277,공감 누르고갑니다~
4278,잘보고갑니다~
4279,공감 누르고갑니다~
4280,잘보고갑니다~~~!
4281,늘 볼때마다 높은 퀄리티가 감탄스럽네요.만드는 속도가 생각 보다 걸릴것 같은데... 3시간 정도라면 꽤 빠른 편인거 같습니다다음 작품 포스팅도 기대 하겠습니다.
4282,타쿠님 안녕하세요! 이게 처음에는 시간이 걸리는데 자꾸 하다보니 요령 아닌 요령도 생겨서 시간도 단축되는 것 같습니다. 다음에는 좀더 큰 사이즈에 도전해보려고 합니다^^ 기대해주셔서 감사해요~
4283,부족한 제 블로그 글도 한 번 읽어주시고 코멘트 부탁드려용!><오늘도 즐거운 하루 보내세용!��
4284,미소씨님도 행복한 하루 되세요^^
4285,글 잘봤습니다 ^^
4286,명화 현대미술 그림님 반갑습니다
4287,간단하면서 힘든 작업일거같아요 ㅎㅎ 그래도 완성하면 뿌듯할거같은?!ㅎㅎㅎ제 블로그도 놀러와주세용
4288,네~ 놀러갈게요 좋은하루보내세요
4289,와~ 미키 너무 이뻐요!일주일 하셨다니~ 저도 이런거 시작하면 빨리 끝내고 싶어가지구ㅋㅋㅋ 계속 하게될거 같아요
4290,다음것도 얼른 하고 싶은데잠시 휴식을 취해야겠어요~^^
4291,"캔버스형태라서 좋네요~~전 예전에 해놓고 액자 따로 주문해서 끼워넣는게 불편해서 결국 창고에 박혀잇어요...,,,ㅠㅠㅠ"
4292,맞아요. 액자 따로 주문 불편하겠더라구요.
4293,이런게 은근 한번 시작하면 멈추기힘들죠ㅋ여기까지만 더할까? 이러면서요~즐거운 취미활동같아요!!
4294,진짜 새벽 3시까지 열심히 한 것 같아요 ㅎㅎ
4295,담날 곰이어깨에 앉았단말도 웃겼습니다~몸 생각하시며 넘 무리마세요ㅜㅋ
4296,보통 끈기 가지고는 어려운데 어깨가 많이 아팠겠어요. 고생한 보람 있네요.
4297,진짜 대단하세요! ㅎㅎㅎ전 오래 앉아서 뭘 하는 걸 잘 못해서컴텨할때도 계속 딴짓인데...집중력 좀 높이게 도전해볼까요?^^
4298,"저도 어제 첫개시를 해서 새벽3시까지 했더니..온몸이..😂지금 하고 있는거 완성되면, 여기것도 한번 해봐야겠어요~~비즈펜이 더 고급져보이네요??😄"
4299,보석십자수 한번도 안해봤는데많이하는거같더라구요.저도한번해보고싶어져요😍❤👍
4300,인테리어 효과도 있고시간도 잘가고~ 너무 좋은 집콕템이네용 ㅎㅎ저는 꼼꼼하지 못해서 금방 질려버릴 것 같은데잇님은 대단하시네요!!끈기력 최고!
4301,공감누르고 갑니다요 ㅎ
4302,저 어렸을 때 디즈니 만화 찾는게 있었는데이건거 같아요! 어므나~ 미키가 마법모자쓰고 그랬거든요.뜻밖에 예쁜 보석 십자수도 보고 동화도 찾게 되네요 ㅎㅎ감사합니다 ^^
4303,ㅋㅋ예뻐용 재밌어보여요! 저는 퍼즐 맞츄는거 조아하는데 이것도 해보고싶어지네용ㅎㅎ❤️
4304,"이거 시간 오래걸리겠어요~다른 생각 안나고 , 즐거운 취미 될거같은데요^^"
4305,요건 아이랑 같이 해보고 싶네용 ㅎ
4306,코로나라서 그런지 집에서 할수있는 보석십자수가 인기더라구요저는 bts보석십자수 했었어요 ㅋㅋㅋ  만든다음에 액자에 걸어놓는데 기분이 흐뭇해요이번에 미키로 해볼까낭 ㅎㅎ
4307,큐빅페인팅!! 처음들어봐요~~ 시간은 오래 걸리지만 완성품 퀄리티가!! 너무 이뿐데용~~^^❤️
4308,일주일이면 완성할수 있는걸까요???눈이 침침해질것 같지만완성된걸 보니 너무 멋있어요!!
4309,대단한 집중력이십니다.행복으로 가득한 오늘 되세요~~
4310,안녕하세요~ ^^ 정성가득 포스팅 잘 보고가요!집콕아이템으로 너무 좋을것 같아요~! 소통하며 지내요! 좋은 하루 되세요!
4311,"보석십자수 리뷰들 보면서 예쁘다 감탄만 하고 아직 도전까진 못 해봤네요. 크기 작은걸 하나 하나 붙이려면 얼마나 걸리나 했는데, 일주일이나 집중하신거였네요!저는 작은 사이즈부터 도전해봐야겠어요ㅎㅎ"
4312,저 태교로 했을땐 디쟈인이 이런 세련된것들이 없었는데이건 만들어서 아이방에 놓아줘도 넘 이뿌겠어요~^^진짜 붙이다봄 아이고 소리 나오긴하죠~ㅋ근데 뿌듯하더라구요ㅎ
4313,보석십자수 확실히  이쁜거 같아요 ㅋㅋ근데  요즘  눈이  침침해서  하고 싶어도 못한다는거 ㅠㅠ  주말에  심심할때 하면  시간  순삭이겠는데요?ㅋㅋ
4314,"또하나 완성하셨네요^^다시 봐도~ 정말 잘 만드셨어요.시간가는 줄모르게, 심심하지 않게 집콕생활하면서 취미삼아 보석십자수 작품하나 만드는것도 좋겠어요.저는 한번 앉으면 다완성될때까지 엄청 집착하는 성격이라~~~ 쉽사리 손대기가 ㅎㄷㄷ"
4315,우와아~~~ 보석십자수 완성해놓고보면 정말 멋지지요~~~~저는 먼가 세심한 성격이 못되어서 말이지요....ㅠ요즘 집콕 놀이 요 보석십자수 엄청 많이들 하시던데...저도 작은걸로 함 시도해볼까봐요~~ㅋㅋㅋ
4316,보석자수라..이름부터 블링블링하네요.전 덜렁대는 성격인데 저걸하면 좀차분해 지겠네요.잘보고 갑니다
4317,저도 이거 해보고싶어요ㅎㅎㅎ요새 유행인거같기도하고 하다보면 시간도 잘가고진짜 노래들음서 커피도 마시면서 하면 재밌을것 같아요
4318,코로나 집콕취미로 정말 딱이네욤!!ㅎㅎ 인테리어 소품으로 활동하신것도 아이디어 좋으신것같아용~~ 포스팅 잘 보구갑니다 ㅎㅎ
4319,미키 진짜 귀여워용ㅜㅜ 진짜 도전해봤는데 목이랑 눈이 빠질거 같아서 포기했는데 완성하신거 보니까 다시 도전해보고 싶네요 ㅜㅜ진짜 대단하세용~
4320,디즈니의 디즈니캐슬 이군요퀄리티도 퀄리티지만 크기를 봐서는 상당히 큰 제품 같은데...제작하는데 시간이 얼마나 걸리 셨을지 궁금하네요;;포스팅 보니 최소 4일 이상 걸리 셨을거 같은데요
4321,크기는 기존에 했던 50 x 40 cm 입니다. 4월 초에 시작했다가 중간에 협찬 제품 2개 처리한 후 7월? 아니 8월초인가 다시 잡고 생각날 때 마다 하다보니 이제서야 완성했습니다. 날짜로 따지기엔 좀 애매한 부분이 있네요.저같은 사람에게 4일로 이 크기는 어림도 없습니다 ㅎㅎ
4322,좋은 포스팅 잘 봤어요! 글을 잘쓰시는것 같아요 요즘 코로나 때문에 많이 힘들시죵?일자리 점점줄고 취업도 어려운시기 코로나로 월급 집에서 할일 하면서 숨만 쉬어도수익발생!!그리고 제 블로그 꼭방문해주세요♥이런 기회는 단한번 ! 지금이에요˃ᴗ˂
4323,글 잘읽고갑니다 >_< ♥
4324,정독하고 공감도 꾸욱 ★ 누르고갑니다 ㅎ
4325,"앙띠 님 다녀가요 ~ 
일상 ★ 글 잘보고 가요~ 오늘도 기분좋은 하루 되시고 하루 잘 보내시길 바랍니다. !!"
4326,저는 십자수 엄두도 못 내는데 솜씨가 좋으세요^^
4327,"블로그 잘 보고가요~
앙띠님 즐거운 하루 되세요 ^^"
4328,좋은 포스팅 너무 잘 봤어요~(◕‿◕✿)프리랜서로 일하며 정보 공유중이에용.답방은 센스~ 아시죠? ^^
4329,"안녕하세요~우연한기회에 보석십자수를 시작하게 되어 다음번에 할 디자인 고르는 중인데 너무 많은 회사들이 있어 고민중에 있어요~ㅠㅠ디자인 부분 신경을 많이 쓰는데요~자연스럽고 또렷한표현이 되는곳을 찾고 있습니다~케이엠엘리,아이러브페인팅 이렇게 두군데 알아봤는데 봐도 모르겠더라구요~ㅠㅠ 추천부탁드립니다~"
4330,안녕하세요 저도 비즈 불량률이 적은 제품 추천해주실수 있으세요?
4331,저도 취미로 하려고 이쁜디자인을 찾고있는데 색상뚜렷하게 디자인 잘 표현된곳이나 불량적은곳과 혹시 추천해주실곳 있으실까요?
4332,잇님 안녕하세요^^놀러왓어용포스팅잘보고갑니다앞으로도 자주 소통해요~감사합니다~^^
4333,이거 만드는대 진짜 오래걸리는대 정성이네요
4334,저기 구매처 알려주실수 있나요?:)재가 그거 똑같은거 갖고싶어서요...3가지 종류중 이게 제일 쵀애라
4335,저희집도 요즘 이거 하느라 정신없네요ㅎㅎ완성되어가는 걸 보니 뿌듯하고 재밌더라구요~포스팅 재밌게 잘 보구 갑니당~^^요즘 날씨가 제법 쌀쌀해졌는데이럴때일수록 건강관리 잘 하시구용~우리 소통하며 지내요 > <제 블로그도 놀러와주세용~ ๑ᴖ◡ᴖ๑
4336,"'<풍수지리 인테리어><연연유여> 선물하면 좋은 보석십자수 액자 아이러브페인팅 황금잉어!!' 이 글 타고 들어왔는데 
블로그에 좋은 내용이 많아 구경하고 갑니다 ㅎ
CLOVER님 블로그 다음에 또 올께요 ^^"
4337,공감 꾹 하고갑니다~:)
4338,
4339,사진이 너무 예쁘네요! 소통해요!
4340,감사합니다:)♥
4341,자주 소통해요! 오늘도 즐거운 하루 보내세요
4342,방문 해 주셔서 감사합니다. ^^
4343,완성한다고 고생하셨네요
4344,무지 힘들었는데...완성하니 뿌듯하더라구요!!^^
4345,와 ㅎㅎ 진짜 대단하세요! 저도 덜렁대는데 또 저런 건 좋아라 해요..마무리까지 하신 게 더 멋지세요~~^^
4346,성혜님도 이런 DIY작품들 좋아하시는군요!!ㅎㅎㅎ집콕생활이 길어지니....무료함을 달랠거리들을 자꾸 찾게 되네요.할 땐 언제완성하나 싶었는데...완성하니 기분이 좋더라구요!!^^
4347,상품을 찾을수 없다고떠요
4348,제가 완성한지 1년 가까이 지나다 보니 단종되었나보네요. 지금 똑같은 디자인은 찾기 힘들 것 같아요.ㅜㅜ
4349,아...
4350,안녕하세요ㅠㅠ이거 저도 1년전에 구입했는데 혹시 색상표 아직 들고 계신가요 ㅠㅠ 이사하면서 잊어버려서 곤란하네요 ㅠㅠ
4351,지금 없어요.ㅜㅜ
4352,이거 명동 스모어샵에서 많이봤는데 직접 하시다니 대단쓰 하세요~! 저는 최근에 와글와글 알린퍼즐 구매헀는데.. 퍼즐완성하면 저도 공유드릴게요! 글 잘보고 갑니다
4353,정보의달인님 똑똑 저왔어욧 ^0^ 💓 수요일 점심은 맛있게 드셨나요? 수요일 오후두 힘내셨으면 하는 마음으로 😁 마음으로 👄좋아요 공감 💓 꾹꾹 누르고 가욧~! 😘애  감사하겠습니닷 🙏~ 👍👍포스팅 잘보구 갑니당 ❤
4354,네 감사합니다.
4355,오늘두 웃는하루 되세요 😘
4356,곧 여름 오겠다 싶을 정도로 따뜻하더니 상당히 쌀쌀해 졌네요. 저는 콧물도 나고 그러네요. 오늘도 이웃님 건강 조심하시고 즐겁고 힘찬 하루되세요.^^ 포스팅 잘보고갑니다. 제 블에도 소통 부탁드릴께요.^^
4357,네 감사합니다.
4358,우와 일반 십자수로만 만드는 줄 알았더니 보석식자수로도 만들 수 있네요^^ 담에 한번 만들어봐야겠네요잘 보고 갑니다^^ 제 블로그에도 놀러오세요
4359,와...대박 저 큰걸 다 하셨어요..?! 저는 작은 거 하는데도 허리가 아프던데 ㅠ 대단해용
4360,커피 마시고 있는 고양이가 넘 귀여워요ㅠㅠㅠㅋㅋㅋㅋ안경도 야무지게 쓰고 있네요!
4361,너무 귀엽죠 ㅠㅠ 거실이 뭔가 환해지는 느낌이랄까요~? 아이도 좋아해요 ㅎㅎ 고양이가 커피마셩! 하면서^^
4362,저희집도 요즘 이거 하느라 정신없네요ㅎㅎ완성되어가는 걸 보니 뿌듯하고 재밌더라구요~포스팅 재밌게 잘 보구 갑니당~^^요즘 날씨가 제법 쌀쌀해졌는데이럴때일수록 건강관리 잘 하시구용~우리 소통하며 지내요 > <제 블로그도 놀러와주세용~ ๑ᴖ◡ᴖ๑
4363,너무 재미있어요^^추운날 감기 조심하시구여~ 따스운 밤 되세요!
4364,보석십자수 해바라기의 좋은기운을 받으셔서 새해에는 모든일이 잘되시고 부자되시길 기원합니다 새해복많이받으세요
4365,감사합니다.~~^^구름한아름님도 올해 좋은 일 가득하시고새해 복 많이 받으셔요~~^^
4366,와...보기만해도 눈이 아픈거같은데요..대단하세요..저걸 완성하셨다니..
4367,집중~~눈이 쪼끔 ㅋㅋ암생각안나고 잼나더라고요
4368,이 제품 좋네요 ^^
4369,보석십자수 ㅎㅎ저도 해보고싶었는데 막상 도전을 못하고있었네요 ! ㅎㅎㅎ이번계기로 저도 도전해봐야겠어용
4370,와 대박이예요ㅋㅋ 시간 엄청 잘갈것같아요!!눈도 어깨도 손목도 허리도 아플것 같지만... ㅎㅎ그래도 성취감이라는게♡요술핑거님 설연휴 즐겁게 보내세요^^
4371,와우 이쁜 그림으로 잘만드셨네요 저도 집에 완성작 4개있는데 이 포스팅 보니 또 하고 싶어지네요  세개 한꺼번에 할수있는 펜도 있었네요?ㅋ 보석십자수 해놓으면 힘들긴해도 너무 이뻐요 이 작품도 해보고싶네요 색 조합이 맘에 드네요^^
4372,요거 재밋어보이던데 ㅋㅋㅋ 도안이 넘 기여워용
4373,ㅋㅋㅋ앗 우리초딩언니랑 해봐야겠어요
4374,ㅋㅋㅋㅋ캐릭터 너무 귀여워요~그나저나 저도 하고싶네요
4375,"아니 이거 요새 유행이라던데,,이렇게 작다구뇨,,비즈?"
4376,ㅋㅋㅋㅋ비즈크기 무슨 일이냐구요ㅋㅋㅋ사면서도 체감 못한 비즈 크기ㅋㅋㅋㅋㅋ
4377,제삿상 진짜 빵터졌어요 ㅋㅋㅋ 그래도 한달짜리 프로젝트 완수하셨네요. 결말이 비극적이지 않아서 다행이에요
4378,ㅋㅋㅋㅋㅋ고마워요! 당연히 처박아 둘 줄 알았는데 다행히 붙였네요ㅋㅋㅋㅋ 대신 머지않아 저상태로 처박히겠죠ㅋㅋㅋㅋ
